StartChargeSeq,TradeFlowNo,ConnectorID,StartTime,EndTime,TotalPower,TotalElecMoney,OriginSeviceMoney,TotalSeviceMoney,TotalMoney,StopReason,SumPeriod,ChargeDetails
341803223202308020856540001	,11402900000208340123080243403923	,1140290000020834001	,2023-08-02 08:56:54	,2023-08-02 09:23:28	,10.2400,7.1000,8.1900,8.1900,15.2900,,0,[],
341803223202308020907090001	,13401900000001160223080207460394	,1340190000000116002	,2023-08-02 09:08:02	,2023-08-02 09:23:59	,12.7400,8.9600,12.7400,12.7400,21.7000,,0,[],
341803223202308020826380001	,50401900100228280023080236995965	,5040190010022828001	,2023-08-02 08:26:43	,2023-08-02 09:27:08	,43.4400,28.6700,16.9400,16.9400,45.6100,,0,[],
341803223202308020915020001	,31101900000015730023080220307415	,3110190000001573001	,2023-08-02 09:15:02	,2023-08-02 09:29:14	,10.8000,14.2200,5.4000,5.4000,19.6200,,0,[],
341803223202308020916170001	,31401900000016990023080256538950	,3140190000001699001	,2023-08-02 09:16:23	,2023-08-02 09:45:44	,17.1000,22.5200,6.8400,6.8400,29.3600,,0,[],
341803223202308020948590001	,31401900000016990023080256540845	,3140190000001699001	,2023-08-02 09:49:05	,2023-08-02 10:11:21	,9.6800,12.7500,3.8700,3.8700,16.6200,,0,[],
341803223202308020946160001	,08705020101100000001964901169094077757	,001211735000019649001	,2023-08-02 09:48:05	,2023-08-02 10:17:17	,8.0400,3.6200,1.2100,1.2100,4.8300,,0,[],
341803223202308021002280001	,14402900000000640023080265165112	,1440290000000064001	,2023-08-02 10:02:09	,2023-08-02 10:18:04	,12.6800,10.1000,5.7100,5.7100,15.8100,,0,[],
341803223202308020834490001	,00105010102100000043797701169093648982	,008021025000437977001	,2023-08-02 08:34:51	,2023-08-02 10:23:06	,6.1500,5.4600,3.0800,3.0800,8.5400,,0,[],
341803223202308021008100001	,50404900000002390023080220039550	,5040490000000239001	,2023-08-02 10:08:15	,2023-08-02 10:26:10	,13.7400,9.0700,8.5200,8.5200,17.5900,,0,[],
341803223202308021011030001	,12426900000055520023080241365106	,1242690000005552001	,2023-08-02 10:11:08	,2023-08-02 10:52:40	,24.1400,26.1300,9.6600,9.6600,35.7900,,0,[],
341803223202308020931380001	,08705020101100000001969901169093989194	,001211741000019699001	,2023-08-02 09:35:59	,2023-08-02 11:04:31	,26.5200,11.9300,3.9800,3.9800,15.9100,,0,[],
341803223202308021039460001	,12101900000239200123080201960492	,1210190000023920001	,2023-08-02 10:39:47	,2023-08-02 11:03:09	,21.8700,24.2000,5.4700,5.4700,29.6700,,0,[],
341803223202308021056370001	,08705020101100000001960902169094499764	,001211740000019609002	,2023-08-02 10:58:18	,2023-08-02 11:16:27	,6.1200,2.7500,0.9200,0.9200,3.6700,,0,[],
341803223202308021115580001	,08705020101100000001965901169094615194	,001211737000019659001	,2023-08-02 11:17:47	,2023-08-02 11:18:05	,0.0100,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202308021029550001	,00105010102100000043797701169094338852	,008021025000437977001	,2023-08-02 10:29:57	,2023-08-02 11:19:18	,1.7800,1.5100,0.8900,0.8900,2.4000,,0,[],
341803223202308021030500001	,08705020101100000002504701169094345033	,005252212000025047001	,2023-08-02 10:30:48	,2023-08-02 11:24:45	,14.9700,10.4500,6.7400,2.2500,12.7000,,0,[],
341803223202308021057540001	,08705020101100000001138601169094506822	,009221308000011386001	,2023-08-02 11:03:59	,2023-08-02 11:35:36	,15.4500,8.7800,6.1800,6.1800,14.9600,,0,[],
341803223202308020956530001	,71111900000000440023080220118466	,7111190000000044001	,2023-08-02 09:56:54	,2023-08-02 11:29:57	,27.7700,12.5000,9.1600,9.1600,21.6600,,0,[],
341803223202308021021170001	,08705020101100000001289701169094287794	,010131648000012897001	,2023-08-02 10:21:20	,2023-08-02 11:36:30	,38.5300,24.7000,26.9700,26.9700,51.6700,,0,[],
341803223202308021104320001	,33401900000013080023080215821683	,3340190000001308001	,2023-08-02 11:04:32	,2023-08-02 11:41:58	,12.1600,10.9500,3.0400,3.0400,13.9900,,0,[],
341803223202308021104340001	,33401900000002050023080251445597	,3340190000000205001	,2023-08-02 11:04:56	,2023-08-02 11:47:16	,12.6200,8.7100,2.5200,2.5200,11.2300,,0,[],
341803223202308021114200001	,11402900000050190023080220711297	,1140290000005019001	,2023-08-02 11:13:44	,2023-08-02 11:47:57	,28.9400,26.4000,23.1500,23.1500,49.5500,,0,[],
341803223202308021010190001	,08705020101100000001956901169094221261	,001211729000019569001	,2023-08-02 10:12:07	,2023-08-02 11:52:17	,38.6600,17.4000,5.8000,5.8000,23.2000,,0,[],
341803223202308021158070001	,35402900000001420023080233315490	,3540290000000142001	,2023-08-02 11:58:14	,2023-08-02 11:58:55	,0.0000,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202308021159050001	,35402900000001420023080233322380	,3540290000000142001	,2023-08-02 11:59:11	,2023-08-02 11:59:42	,0.0000,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202307311124560001	,08705020101100000002494801169077389695	,005241429000024948001	,2023-07-31 11:24:58	,2023-08-02 12:00:05	,0.0000,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202307311136250001	,08705020101100000001968902169077458531	,001211742000019689002	,2023-07-31 11:36:26	,2023-07-31 11:36:42	,0.0000,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202308021153570001	,08705020101100000001956901169094843749	,001211729000019569001	,2023-08-02 11:55:46	,2023-08-02 12:01:47	,3.1000,1.4000,0.4700,0.4700,1.8700,,0,[],
341803223202308021200200001	,35402900000001420023080233333121	,3540290000000142001	,2023-08-02 12:00:35	,2023-08-02 12:01:07	,0.0000,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202308021112280001	,50404900000014960023080244622445	,5040490000001496001	,2023-08-02 11:11:46	,2023-08-02 12:07:48	,19.1200,12.6200,7.4500,7.4500,20.0700,,0,[],
341803223202308021115210001	,33401900000000580023080243086835	,3340190000000058001	,2023-08-02 11:15:26	,2023-08-02 12:12:13	,26.1100,15.4000,5.2200,5.2200,20.6200,,0,[],
341803223202308021153440001	,11402900000050190023080220723131	,1140290000005019001	,2023-08-02 11:53:07	,2023-08-02 12:20:07	,9.4900,8.6600,7.5900,7.5900,16.2500,,0,[],
341803223202308021134080001	,33401900000003600023080258234363	,3340190000000360001	,2023-08-02 11:34:55	,2023-08-02 12:21:52	,14.7200,7.2100,2.9400,2.9400,10.1500,,0,[],
341803223202308021203020001	,33405900000003980023080205779257	,3340590000000398001	,2023-08-02 12:02:29	,2023-08-02 12:30:39	,21.7800,6.8800,4.0100,4.0100,10.8900,,0,[],
341803223202308021158310001	,88601900000009070023080241776303	,8860190000000907001	,2023-08-02 11:57:59	,2023-08-02 12:37:37	,17.1700,11.2600,15.2700,15.2700,26.5300,,0,[],
341803223202308021119440001	,08705020101100000001960902169094638554	,001211740000019609002	,2023-08-02 11:21:26	,2023-08-02 12:42:59	,14.5100,6.5300,2.1800,2.1800,8.7100,,0,[],
341803223202308021125360001	,08705020101100000001965901169094673618	,001211737000019659001	,2023-08-02 11:27:25	,2023-08-02 12:46:16	,28.9400,13.0200,4.3400,4.3400,17.3600,,0,[],
341803223202308021247210001	,88303900000003280023080213888069	,8830390000000328001	,2023-08-02 12:47:26	,2023-08-02 12:49:32	,0.0000,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202308021242080001	,50401900100228600223080201557256	,5040190010022860002	,2023-08-02 12:42:08	,2023-08-02 12:50:23	,7.3000,4.8200,2.8500,2.8500,7.6700,,0,[],
341803223202308021250380001	,33405900000003640023080242121411	,3340590000000364001	,2023-08-02 12:49:32	,2023-08-02 12:50:03	,0.0000,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202308021236290001	,33405900000003630023080206776630	,3340590000000363001	,2023-08-02 12:34:48	,2023-08-02 12:49:48	,8.9500,2.8300,1.6500,1.6500,4.4800,,0,[],
341803223202308021208120001	,08705020101100000001943802169094929219	,001171642000019438002	,2023-08-02 12:09:53	,2023-08-02 12:53:26	,18.9200,8.5100,2.8400,2.8400,11.3500,,0,[],
341803223202308021249540001	,88303900000003280023080213896514	,8830390000000328001	,2023-08-02 12:50:00	,2023-08-02 12:51:55	,0.0000,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202308021118430001	,08705020101100000002519701169094632349	,005291505000025197001	,2023-08-02 11:21:49	,2023-08-02 12:58:37	,30.7600,13.8400,4.6100,4.6100,18.4500,,0,[],
341803223202308021157290001	,32405900000002840023080243384722	,3240590000000284001	,2023-08-02 11:57:56	,2023-08-02 12:55:50	,39.4000,26.2700,12.7300,12.7300,39.0000,,0,[],
341803223202308021235340001	,01105020101100000000010302169095093444	,001131434000000103002	,2023-08-02 12:35:34	,2023-08-02 12:59:10	,15.3300,4.8500,2.8200,2.8200,7.6700,,0,[],
341803223202307310038560001	,31401900000009440023073102055252	,3140190000000944001	,2023-07-31 00:38:57	,2023-08-02 13:00:05	,0.0000,0.0000,0.0000,0.0000,0.0000,,0,[],
341803223202308021217300001	,33401900000028660023080288902886	,3340190000002866001	,2023-08-02 12:17:36	,2023-08-02 13:00:47	,7.8700,3.9500,1.5700,1.5700,5.5200,,0,[],
341803223202308021242510001	,33401900000002170023080263854101	,3340190000000217001	,2023-08-02 12:42:56	,2023-08-02 13:01:16	,12.5500,9.4300,2.5100,2.5100,11.9400,,0,[],
341803223202308021233350001	,88601900000010330023080241216581	,8860190000001033001	,2023-08-02 12:33:37	,2023-08-02 13:01:18	,24.9300,16.2000,13.4600,13.4600,29.6600,,0,[],
341803223202308021214310001	,35402900000006850023080248281939	,3540290000000685001	,2023-08-02 12:14:42	,2023-08-02 13:01:31	,24.0300,16.0500,7.6900,7.6900,23.7400,,0,[],
341803223202308021214520001	,88303900000009560023080201856181	,8830390000000956001	,2023-08-02 12:14:53	,2023-08-02 13:01:49	,28.2100,15.5100,10.7200,10.7200,26.2300,,0,[],
341803223202308021219360001	,50404900000017440023080226355485	,5040490000001744001	,2023-08-02 12:17:31	,2023-08-02 12:59:50	,26.7600,17.6600,10.4400,10.4400,28.1000,,0,[],
